x,y,zig_pos,cur_pos,overlap,time
-3.257313022602339,-5.812618928264518,-2.0368044684844415,-3.257313022602339,False,3.8199238777160645
-3.257313022602339,-5.812618928264518,-2.0560196049795776,-3.257313022602339,False,3.836397886276245
-3.257313022602339,-5.812618928264518,-2.0752347414747137,-3.257313022602339,False,3.853255033493042
-3.257313022602339,-5.812618928264518,-2.0944498779698497,-3.257313022602339,False,3.869823932647705
-3.257313022602339,-5.812618928264518,-2.113665014464986,-3.257313022602339,False,3.8864738941192627
-3.257313022602339,-5.812618928264518,-2.132880150960122,-3.257313022602339,False,3.903153896331787
-3.257313022602339,-5.812618928264518,-2.152095287455258,-3.257313022602339,False,3.9196829795837402
-3.257313022602339,-5.812618928264518,-2.171310423950394,-3.257313022602339,False,3.936523914337158
-3.257313022602339,-5.812618928264518,-2.19052556044553,-3.257313022602339,False,3.9531280994415283
-3.257313022602339,-5.812618928264518,-2.209740696940666,-3.257313022602339,False,3.9697089195251465
-3.257313022602339,-5.812618928264518,-2.228955833435802,-3.257313022602339,False,3.986517906188965
-3.285393307279945,-5.728378074231698,-2.2481709699309382,-3.285393307279945,False,4.003144025802612
